"","metric","level","levelName","vName","value","rank_overall","rank_byLevel"
"4587","nodeDegree_up3",4,"Object-related processes","Provide working environment",7,8,2
"4588","nodeDegree_up4",4,"Object-related processes","Provide working environment",0,4,1
"4589","nodeDegree_down2",4,"Object-related processes","Provide working environment",0,54,1
"4590","nodeDegree_down3",4,"Object-related processes","Provide working environment",0,20,1
"4591","nodeDegree_down4",4,"Object-related processes","Provide working environment",0,6,1
"4592","degree_up1",4,"Object-related processes","Provide younger childcare",5,32,9
"4593","degree_down1",4,"Object-related processes","Provide younger childcare",2,54,49
"4594","degree_total1",4,"Object-related processes","Provide younger childcare",7,56,50
"4595","degree_up2",4,"Object-related processes","Provide younger childcare",18,99,30
"4596","degree_up3",4,"Object-related processes","Provide younger childcare",8,7,1
"4597","degree_down2",4,"Object-related processes","Provide younger childcare",0,56,1
"4598","degree_down3",4,"Object-related processes","Provide younger childcare",0,23,1
"4599","nodeDegree_up1",4,"Object-related processes","Provide younger childcare",5,32,9
"4600","nodeDegree_down1",4,"Object-related processes","Provide younger childcare",2,54,49
"4601","nodeDegree_total1",4,"Object-related processes","Provide younger childcare",7,56,50
"4602","nodeDegree_up2",4,"Object-related processes","Provide younger childcare",8,30,7
"4603","nodeDegree_up3",4,"Object-related processes","Provide younger childcare",8,7,1
"4604","nodeDegree_up4",4,"Object-related processes","Provide younger childcare",0,4,1
"4605","nodeDegree_down2",4,"Object-related processes","Provide younger childcare",0,54,1
"4606","nodeDegree_down3",4,"Object-related processes","Provide younger childcare",0,20,1
"4607","nodeDegree_down4",4,"Object-related processes","Provide younger childcare",0,6,1
"4608","degree_up1",4,"Object-related processes","Rent vehicles",4,33,10
"4609","degree_down1",4,"Object-related processes","Rent vehicles",3,53,48
"4610","degree_total1",4,"Object-related processes","Rent vehicles",7,56,50
"4611","degree_up2",4,"Object-related processes","Rent vehicles",12,105,36
"4612","degree_up3",4,"Object-related processes","Rent vehicles",8,7,1
"4613","degree_down2",4,"Object-related processes","Rent vehicles",0,56,1
"4614","degree_down3",4,"Object-related processes","Rent vehicles",0,23,1
"4615","nodeDegree_up1",4,"Object-related processes","Rent vehicles",4,33,10
"4616","nodeDegree_down1",4,"Object-related processes","Rent vehicles",3,53,48
"4617","nodeDegree_total1",4,"Object-related processes","Rent vehicles",7,56,50
"4618","nodeDegree_up2",4,"Object-related processes","Rent vehicles",7,31,8
"4619","nodeDegree_up3",4,"Object-related processes","Rent vehicles",8,7,1
"4620","nodeDegree_up4",4,"Object-related processes","Rent vehicles",0,4,1
"4621","nodeDegree_down2",4,"Object-related processes","Rent vehicles",0,54,1
"4622","nodeDegree_down3",4,"Object-related processes","Rent vehicles",0,20,1
"4623","nodeDegree_down4",4,"Object-related processes","Rent vehicles",0,6,1
"4624","degree_up1",4,"Object-related processes","Respond to emergencies",11,26,4
"4625","degree_down1",4,"Object-related processes","Respond to emergencies",14,42,37
"4626","degree_total1",4,"Object-related processes","Respond to emergencies",25,38,34
"4627","degree_up2",4,"Object-related processes","Respond to emergencies",62,56,2
"4628","degree_up3",4,"Object-related processes","Respond to emergencies",7,8,2
"4629","degree_down2",4,"Object-related processes","Respond to emergencies",0,56,1
"4630","degree_down3",4,"Object-related processes","Respond to emergencies",0,23,1
"4631","nodeDegree_up1",4,"Object-related processes","Respond to emergencies",11,26,4
"4632","nodeDegree_down1",4,"Object-related processes","Respond to emergencies",14,42,37
"4633","nodeDegree_total1",4,"Object-related processes","Respond to emergencies",25,38,34
"4634","nodeDegree_up2",4,"Object-related processes","Respond to emergencies",14,24,1
"4635","nodeDegree_up3",4,"Object-related processes","Respond to emergencies",7,8,2
"4636","nodeDegree_up4",4,"Object-related processes","Respond to emergencies",0,4,1
"4637","nodeDegree_down2",4,"Object-related processes","Respond to emergencies",0,54,1
"4638","nodeDegree_down3",4,"Object-related processes","Respond to emergencies",0,20,1
"4639","nodeDegree_down4",4,"Object-related processes","Respond to emergencies",0,6,1
"4640","degree_up1",4,"Object-related processes","Screen media",3,34,11
"4641","degree_down1",4,"Object-related processes","Screen media",14,42,37
"4642","degree_total1",4,"Object-related processes","Screen media",17,46,40
"4643","degree_up2",4,"Object-related processes","Screen media",11,106,37
"4644","degree_up3",4,"Object-related processes","Screen media",8,7,1
"4645","degree_down2",4,"Object-related processes","Screen media",0,56,1
"4646","degree_down3",4,"Object-related processes","Screen media",0,23,1
"4647","nodeDegree_up1",4,"Object-related processes","Screen media",3,34,11
"4648","nodeDegree_down1",4,"Object-related processes","Screen media",14,42,37
"4649","nodeDegree_total1",4,"Object-related processes","Screen media",17,46,40
"4650","nodeDegree_up2",4,"Object-related processes","Screen media",7,31,8
"4651","nodeDegree_up3",4,"Object-related processes","Screen media",8,7,1
"4652","nodeDegree_up4",4,"Object-related processes","Screen media",0,4,1
"4653","nodeDegree_down2",4,"Object-related processes","Screen media",0,54,1
"4654","nodeDegree_down3",4,"Object-related processes","Screen media",0,20,1
"4655","nodeDegree_down4",4,"Object-related processes","Screen media",0,6,1
"4656","degree_up1",4,"Object-related processes","Secure place to keep your possessions",2,35,12
"4657","degree_down1",4,"Object-related processes","Secure place to keep your possessions",20,36,33
"4658","degree_total1",4,"Object-related processes","Secure place to keep your possessions",22,41,36
"4659","degree_up2",4,"Object-related processes","Secure place to keep your possessions",8,109,40
"4660","degree_up3",4,"Object-related processes","Secure place to keep your possessions",8,7,1
"4661","degree_down2",4,"Object-related processes","Secure place to keep your possessions",0,56,1
"4662","degree_down3",4,"Object-related processes","Secure place to keep your possessions",0,23,1
"4663","nodeDegree_up1",4,"Object-related processes","Secure place to keep your possessions",2,35,12
"4664","nodeDegree_down1",4,"Object-related processes","Secure place to keep your possessions",20,36,33
"4665","nodeDegree_total1",4,"Object-related processes","Secure place to keep your possessions",22,41,36
"4666","nodeDegree_up2",4,"Object-related processes","Secure place to keep your possessions",6,32,9
"4667","nodeDegree_up3",4,"Object-related processes","Secure place to keep your possessions",8,7,1
"4668","nodeDegree_up4",4,"Object-related processes","Secure place to keep your possessions",0,4,1
"4669","nodeDegree_down2",4,"Object-related processes","Secure place to keep your possessions",0,54,1
"4670","nodeDegree_down3",4,"Object-related processes","Secure place to keep your possessions",0,20,1
"4671","nodeDegree_down4",4,"Object-related processes","Secure place to keep your possessions",0,6,1
"4672","degree_up1",4,"Object-related processes","Sequester carbon",5,32,9
"4673","degree_down1",4,"Object-related processes","Sequester carbon",31,25,22
"4674","degree_total1",4,"Object-related processes","Sequester carbon",36,27,24
"4675","degree_up2",4,"Object-related processes","Sequester carbon",22,95,26
"4676","degree_up3",4,"Object-related processes","Sequester carbon",7,8,2
"4677","degree_down2",4,"Object-related processes","Sequester carbon",0,56,1
"4678","degree_down3",4,"Object-related processes","Sequester carbon",0,23,1
"4679","nodeDegree_up1",4,"Object-related processes","Sequester carbon",5,32,9
"4680","nodeDegree_down1",4,"Object-related processes","Sequester carbon",31,25,22
"4681","nodeDegree_total1",4,"Object-related processes","Sequester carbon",36,27,24
"4682","nodeDegree_up2",4,"Object-related processes","Sequester carbon",8,30,7
"4683","nodeDegree_up3",4,"Object-related processes","Sequester carbon",7,8,2
"4684","nodeDegree_up4",4,"Object-related processes","Sequester carbon",0,4,1
"4685","nodeDegree_down2",4,"Object-related processes","Sequester carbon",0,54,1
"4686","nodeDegree_down3",4,"Object-related processes","Sequester carbon",0,20,1
"4687","nodeDegree_down4",4,"Object-related processes","Sequester carbon",0,6,1
"4688","degree_up1",4,"Object-related processes","Sort and organise delivery of goods",2,35,12
"4689","degree_down1",4,"Object-related processes","Sort and organise delivery of goods",4,52,47
"4690","degree_total1",4,"Object-related processes","Sort and organise delivery of goods",6,57,51
"4691","degree_up2",4,"Object-related processes","Sort and organise delivery of goods",5,112,43
"4692","degree_up3",4,"Object-related processes","Sort and organise delivery of goods",8,7,1
"4693","degree_down2",4,"Object-related processes","Sort and organise delivery of goods",0,56,1
"4694","degree_down3",4,"Object-related processes","Sort and organise delivery of goods",0,23,1
"4695","nodeDegree_up1",4,"Object-related processes","Sort and organise delivery of goods",2,35,12
"4696","nodeDegree_down1",4,"Object-related processes","Sort and organise delivery of goods",4,52,47
"4697","nodeDegree_total1",4,"Object-related processes","Sort and organise delivery of goods",6,57,51
"4698","nodeDegree_up2",4,"Object-related processes","Sort and organise delivery of goods",4,34,11
"4699","nodeDegree_up3",4,"Object-related processes","Sort and organise delivery of goods",8,7,1
"4700","nodeDegree_up4",4,"Object-related processes","Sort and organise delivery of goods",0,4,1
"4701","nodeDegree_down2",4,"Object-related processes","Sort and organise delivery of goods",0,54,1
"4702","nodeDegree_down3",4,"Object-related processes","Sort and organise delivery of goods",0,20,1
"4703","nodeDegree_down4",4,"Object-related processes","Sort and organise delivery of goods",0,6,1
"4704","degree_up1",4,"Object-related processes","Store gas",2,35,12
"4705","degree_down1",4,"Object-related processes","Store gas",3,53,48
"4706","degree_total1",4,"Object-related processes","Store gas",5,58,52
"4707","degree_up2",4,"Object-related processes","Store gas",6,111,42
"4708","degree_up3",4,"Object-related processes","Store gas",5,10,4
"4709","degree_down2",4,"Object-related processes","Store gas",0,56,1
"4710","degree_down3",4,"Object-related processes","Store gas",0,23,1
"4711","nodeDegree_up1",4,"Object-related processes","Store gas",2,35,12
"4712","nodeDegree_down1",4,"Object-related processes","Store gas",3,53,48
"4713","nodeDegree_total1",4,"Object-related processes","Store gas",5,58,52
"4714","nodeDegree_up2",4,"Object-related processes","Store gas",5,33,10
"4715","nodeDegree_up3",4,"Object-related processes","Store gas",5,10,4
"4716","nodeDegree_up4",4,"Object-related processes","Store gas",0,4,1
"4717","nodeDegree_down2",4,"Object-related processes","Store gas",0,54,1
"4718","nodeDegree_down3",4,"Object-related processes","Store gas",0,20,1
"4719","nodeDegree_down4",4,"Object-related processes","Store gas",0,6,1
"4720","degree_up1",4,"Object-related processes","Store vehicles",5,32,9
"4721","degree_down1",4,"Object-related processes","Store vehicles",26,30,27
"4722","degree_total1",4,"Object-related processes","Store vehicles",31,32,29
"4723","degree_up2",4,"Object-related processes","Store vehicles",18,99,30
"4724","degree_up3",4,"Object-related processes","Store vehicles",8,7,1
"4725","degree_down2",4,"Object-related processes","Store vehicles",0,56,1
"4726","degree_down3",4,"Object-related processes","Store vehicles",0,23,1
"4727","nodeDegree_up1",4,"Object-related processes","Store vehicles",5,32,9
"4728","nodeDegree_down1",4,"Object-related processes","Store vehicles",26,30,27
"4729","nodeDegree_total1",4,"Object-related processes","Store vehicles",31,32,29
"4730","nodeDegree_up2",4,"Object-related processes","Store vehicles",10,28,5
"4731","nodeDegree_up3",4,"Object-related processes","Store vehicles",8,7,1
"4732","nodeDegree_up4",4,"Object-related processes","Store vehicles",0,4,1
"4733","nodeDegree_down2",4,"Object-related processes","Store vehicles",0,54,1
"4734","nodeDegree_down3",4,"Object-related processes","Store vehicles",0,20,1
"4735","nodeDegree_down4",4,"Object-related processes","Store vehicles",0,6,1
"4736","degree_up1",4,"Object-related processes","Store wastewater",5,32,9
"4737","degree_down1",4,"Object-related processes","Store wastewater",5,51,46
"4738","degree_total1",4,"Object-related processes","Store wastewater",10,53,47
"4739","degree_up2",4,"Object-related processes","Store wastewater",18,99,30
"4740","degree_up3",4,"Object-related processes","Store wastewater",7,8,2
"4741","degree_down2",4,"Object-related processes","Store wastewater",0,56,1
"4742","degree_down3",4,"Object-related processes","Store wastewater",0,23,1
"4743","nodeDegree_up1",4,"Object-related processes","Store wastewater",5,32,9
"4744","nodeDegree_down1",4,"Object-related processes","Store wastewater",5,51,46
"4745","nodeDegree_total1",4,"Object-related processes","Store wastewater",10,53,47
"4746","nodeDegree_up2",4,"Object-related processes","Store wastewater",8,30,7
"4747","nodeDegree_up3",4,"Object-related processes","Store wastewater",7,8,2
"4748","nodeDegree_up4",4,"Object-related processes","Store wastewater",0,4,1
"4749","nodeDegree_down2",4,"Object-related processes","Store wastewater",0,54,1
"4750","nodeDegree_down3",4,"Object-related processes","Store wastewater",0,20,1
"4751","nodeDegree_down4",4,"Object-related processes","Store wastewater",0,6,1
"4752","degree_up1",4,"Object-related processes","Store water",3,34,11
"4753","degree_down1",4,"Object-related processes","Store water",22,34,31
"4754","degree_total1",4,"Object-related processes","Store water",25,38,34
"4755","degree_up2",4,"Object-related processes","Store water",12,105,36
"4756","degree_up3",4,"Object-related processes","Store water",7,8,2
"4757","degree_down2",4,"Object-related processes","Store water",0,56,1
"4758","degree_down3",4,"Object-related processes","Store water",0,23,1
"4759","nodeDegree_up1",4,"Object-related processes","Store water",3,34,11
"4760","nodeDegree_down1",4,"Object-related processes","Store water",22,34,31
"4761","nodeDegree_total1",4,"Object-related processes","Store water",25,38,34
"4762","nodeDegree_up2",4,"Object-related processes","Store water",8,30,7
"4763","nodeDegree_up3",4,"Object-related processes","Store water",7,8,2
"4764","nodeDegree_up4",4,"Object-related processes","Store water",0,4,1
"4765","nodeDegree_down2",4,"Object-related processes","Store water",0,54,1
"4766","nodeDegree_down3",4,"Object-related processes","Store water",0,20,1
"4767","nodeDegree_down4",4,"Object-related processes","Store water",0,6,1
"4768","degree_up1",4,"Object-related processes","Store wholesale goods",6,31,8
"4769","degree_down1",4,"Object-related processes","Store wholesale goods",11,45,40
"4770","degree_total1",4,"Object-related processes","Store wholesale goods",17,46,40
"4771","degree_up2",4,"Object-related processes","Store wholesale goods",18,99,30
"4772","degree_up3",4,"Object-related processes","Store wholesale goods",8,7,1
"4773","degree_down2",4,"Object-related processes","Store wholesale goods",0,56,1
"4774","degree_down3",4,"Object-related processes","Store wholesale goods",0,23,1
"4775","nodeDegree_up1",4,"Object-related processes","Store wholesale goods",6,31,8
"4776","nodeDegree_down1",4,"Object-related processes","Store wholesale goods",11,45,40
"4777","nodeDegree_total1",4,"Object-related processes","Store wholesale goods",17,46,40
"4778","nodeDegree_up2",4,"Object-related processes","Store wholesale goods",10,28,5
"4779","nodeDegree_up3",4,"Object-related processes","Store wholesale goods",8,7,1
"4780","nodeDegree_up4",4,"Object-related processes","Store wholesale goods",0,4,1
"4781","nodeDegree_down2",4,"Object-related processes","Store wholesale goods",0,54,1
"4782","nodeDegree_down3",4,"Object-related processes","Store wholesale goods",0,20,1
"4783","nodeDegree_down4",4,"Object-related processes","Store wholesale goods",0,6,1
"4784","degree_up1",4,"Object-related processes","Support access to employment",3,34,11
"4785","degree_down1",4,"Object-related processes","Support access to employment",8,48,43
"4786","degree_total1",4,"Object-related processes","Support access to employment",11,52,46
"4787","degree_up2",4,"Object-related processes","Support access to employment",19,98,29
"4788","degree_up3",4,"Object-related processes","Support access to employment",8,7,1
"4789","degree_down2",4,"Object-related processes","Support access to employment",0,56,1
"4790","degree_down3",4,"Object-related processes","Support access to employment",0,23,1
"4791","nodeDegree_up1",4,"Object-related processes","Support access to employment",3,34,11
"4792","nodeDegree_down1",4,"Object-related processes","Support access to employment",8,48,43
"4793","nodeDegree_total1",4,"Object-related processes","Support access to employment",11,52,46
"4794","nodeDegree_up2",4,"Object-related processes","Support access to employment",13,25,2
"4795","nodeDegree_up3",4,"Object-related processes","Support access to employment",8,7,1
"4796","nodeDegree_up4",4,"Object-related processes","Support access to employment",0,4,1
"4797","nodeDegree_down2",4,"Object-related processes","Support access to employment",0,54,1
"4798","nodeDegree_down3",4,"Object-related processes","Support access to employment",0,20,1
"4799","nodeDegree_down4",4,"Object-related processes","Support access to employment",0,6,1
"4800","degree_up1",4,"Object-related processes","Support air filtration",3,34,11
"4801","degree_down1",4,"Object-related processes","Support air filtration",23,33,30
"4802","degree_total1",4,"Object-related processes","Support air filtration",26,37,33
"4803","degree_up2",4,"Object-related processes","Support air filtration",10,107,38
"4804","degree_up3",4,"Object-related processes","Support air filtration",6,9,3
"4805","degree_down2",4,"Object-related processes","Support air filtration",0,56,1
"4806","degree_down3",4,"Object-related processes","Support air filtration",0,23,1
"4807","nodeDegree_up1",4,"Object-related processes","Support air filtration",3,34,11
"4808","nodeDegree_down1",4,"Object-related processes","Support air filtration",23,33,30
"4809","nodeDegree_total1",4,"Object-related processes","Support air filtration",26,37,33
"4810","nodeDegree_up2",4,"Object-related processes","Support air filtration",7,31,8
"4811","nodeDegree_up3",4,"Object-related processes","Support air filtration",6,9,3
"4812","nodeDegree_up4",4,"Object-related processes","Support air filtration",0,4,1
"4813","nodeDegree_down2",4,"Object-related processes","Support air filtration",0,54,1
"4814","nodeDegree_down3",4,"Object-related processes","Support air filtration",0,20,1
"4815","nodeDegree_down4",4,"Object-related processes","Support air filtration",0,6,1
"4816","degree_up1",4,"Object-related processes","Support excess water storage",4,33,10
"4817","degree_down1",4,"Object-related processes","Support excess water storage",21,35,32
"4818","degree_total1",4,"Object-related processes","Support excess water storage",25,38,34
"4819","degree_up2",4,"Object-related processes","Support excess water storage",19,98,29
"4820","degree_up3",4,"Object-related processes","Support excess water storage",7,8,2
"4821","degree_down2",4,"Object-related processes","Support excess water storage",0,56,1
"4822","degree_down3",4,"Object-related processes","Support excess water storage",0,23,1
"4823","nodeDegree_up1",4,"Object-related processes","Support excess water storage",4,33,10
"4824","nodeDegree_down1",4,"Object-related processes","Support excess water storage",21,35,32
"4825","nodeDegree_total1",4,"Object-related processes","Support excess water storage",25,38,34
"4826","nodeDegree_up2",4,"Object-related processes","Support excess water storage",8,30,7
"4827","nodeDegree_up3",4,"Object-related processes","Support excess water storage",7,8,2
"4828","nodeDegree_up4",4,"Object-related processes","Support excess water storage",0,4,1
"4829","nodeDegree_down2",4,"Object-related processes","Support excess water storage",0,54,1
"4830","nodeDegree_down3",4,"Object-related processes","Support excess water storage",0,20,1
"4831","nodeDegree_down4",4,"Object-related processes","Support excess water storage",0,6,1
"4832","degree_up1",4,"Object-related processes","Support mental health",5,32,9
"4833","degree_down1",4,"Object-related processes","Support mental health",46,16,14
"4834","degree_total1",4,"Object-related processes","Support mental health",51,17,15
"4835","degree_up2",4,"Object-related processes","Support mental health",16,101,32
"4836","degree_up3",4,"Object-related processes","Support mental health",8,7,1
"4837","degree_down2",4,"Object-related processes","Support mental health",0,56,1
"4838","degree_down3",4,"Object-related processes","Support mental health",0,23,1
"4839","nodeDegree_up1",4,"Object-related processes","Support mental health",5,32,9
"4840","nodeDegree_down1",4,"Object-related processes","Support mental health",46,16,14
"4841","nodeDegree_total1",4,"Object-related processes","Support mental health",51,17,15
"4842","nodeDegree_up2",4,"Object-related processes","Support mental health",8,30,7
"4843","nodeDegree_up3",4,"Object-related processes","Support mental health",8,7,1
"4844","nodeDegree_up4",4,"Object-related processes","Support mental health",0,4,1
"4845","nodeDegree_down2",4,"Object-related processes","Support mental health",0,54,1
"4846","nodeDegree_down3",4,"Object-related processes","Support mental health",0,20,1
"4847","nodeDegree_down4",4,"Object-related processes","Support mental health",0,6,1
"4848","degree_up1",4,"Object-related processes","Support microclimate regulation",6,31,8
"4849","degree_down1",4,"Object-related processes","Support microclimate regulation",29,27,24
"4850","degree_total1",4,"Object-related processes","Support microclimate regulation",35,28,25
"4851","degree_up2",4,"Object-related processes","Support microclimate regulation",25,92,23
"4852","degree_up3",4,"Object-related processes","Support microclimate regulation",7,8,2
"4853","degree_down2",4,"Object-related processes","Support microclimate regulation",0,56,1
"4854","degree_down3",4,"Object-related processes","Support microclimate regulation",0,23,1
"4855","nodeDegree_up1",4,"Object-related processes","Support microclimate regulation",6,31,8
"4856","nodeDegree_down1",4,"Object-related processes","Support microclimate regulation",29,27,24
"4857","nodeDegree_total1",4,"Object-related processes","Support microclimate regulation",35,28,25
"4858","nodeDegree_up2",4,"Object-related processes","Support microclimate regulation",8,30,7
"4859","nodeDegree_up3",4,"Object-related processes","Support microclimate regulation",7,8,2
"4860","nodeDegree_up4",4,"Object-related processes","Support microclimate regulation",0,4,1
"4861","nodeDegree_down2",4,"Object-related processes","Support microclimate regulation",0,54,1
"4862","nodeDegree_down3",4,"Object-related processes","Support microclimate regulation",0,20,1
"4863","nodeDegree_down4",4,"Object-related processes","Support microclimate regulation",0,6,1
"4864","degree_up1",4,"Object-related processes","Support nutrient cycles",6,31,8
"4865","degree_down1",4,"Object-related processes","Support nutrient cycles",32,24,21
"4866","degree_total1",4,"Object-related processes","Support nutrient cycles",38,25,22
"4867","degree_up2",4,"Object-related processes","Support nutrient cycles",25,92,23
"4868","degree_up3",4,"Object-related processes","Support nutrient cycles",7,8,2
"4869","degree_down2",4,"Object-related processes","Support nutrient cycles",0,56,1
"4870","degree_down3",4,"Object-related processes","Support nutrient cycles",0,23,1
"4871","nodeDegree_up1",4,"Object-related processes","Support nutrient cycles",6,31,8
"4872","nodeDegree_down1",4,"Object-related processes","Support nutrient cycles",32,24,21
"4873","nodeDegree_total1",4,"Object-related processes","Support nutrient cycles",38,25,22
"4874","nodeDegree_up2",4,"Object-related processes","Support nutrient cycles",8,30,7
"4875","nodeDegree_up3",4,"Object-related processes","Support nutrient cycles",7,8,2
"4876","nodeDegree_up4",4,"Object-related processes","Support nutrient cycles",0,4,1
"4877","nodeDegree_down2",4,"Object-related processes","Support nutrient cycles",0,54,1
"4878","nodeDegree_down3",4,"Object-related processes","Support nutrient cycles",0,20,1
"4879","nodeDegree_down4",4,"Object-related processes","Support nutrient cycles",0,6,1
"4880","degree_up1",4,"Object-related processes","Support physical health and fitness",4,33,10
"4881","degree_down1",4,"Object-related processes","Support physical health and fitness",43,17,15
"4882","degree_total1",4,"Object-related processes","Support physical health and fitness",47,20,18
"4883","degree_up2",4,"Object-related processes","Support physical health and fitness",13,104,35
"4884","degree_up3",4,"Object-related processes","Support physical health and fitness",8,7,1
"4885","degree_down2",4,"Object-related processes","Support physical health and fitness",0,56,1
"4886","degree_down3",4,"Object-related processes","Support physical health and fitness",0,23,1
"4887","nodeDegree_up1",4,"Object-related processes","Support physical health and fitness",4,33,10
"4888","nodeDegree_down1",4,"Object-related processes","Support physical health and fitness",43,17,15
"4889","nodeDegree_total1",4,"Object-related processes","Support physical health and fitness",47,20,18
"4890","nodeDegree_up2",4,"Object-related processes","Support physical health and fitness",7,31,8
"4891","nodeDegree_up3",4,"Object-related processes","Support physical health and fitness",8,7,1
"4892","nodeDegree_up4",4,"Object-related processes","Support physical health and fitness",0,4,1
"4893","nodeDegree_down2",4,"Object-related processes","Support physical health and fitness",0,54,1
"4894","nodeDegree_down3",4,"Object-related processes","Support physical health and fitness",0,20,1
"4895","nodeDegree_down4",4,"Object-related processes","Support physical health and fitness",0,6,1
"4896","degree_up1",4,"Object-related processes","Support species habitat",5,32,9
"4897","degree_down1",4,"Object-related processes","Support species habitat",28,28,25
"4898","degree_total1",4,"Object-related processes","Support species habitat",33,30,27
"4899","degree_up2",4,"Object-related processes","Support species habitat",13,104,35
"4900","degree_up3",4,"Object-related processes","Support species habitat",5,10,4
"4901","degree_down2",4,"Object-related processes","Support species habitat",0,56,1
"4902","degree_down3",4,"Object-related processes","Support species habitat",0,23,1
"4903","nodeDegree_up1",4,"Object-related processes","Support species habitat",5,32,9
"4904","nodeDegree_down1",4,"Object-related processes","Support species habitat",28,28,25
"4905","nodeDegree_total1",4,"Object-related processes","Support species habitat",33,30,27
"4906","nodeDegree_up2",4,"Object-related processes","Support species habitat",7,31,8
"4907","nodeDegree_up3",4,"Object-related processes","Support species habitat",5,10,4
"4908","nodeDegree_up4",4,"Object-related processes","Support species habitat",0,4,1
"4909","nodeDegree_down2",4,"Object-related processes","Support species habitat",0,54,1
"4910","nodeDegree_down3",4,"Object-related processes","Support species habitat",0,20,1
"4911","nodeDegree_down4",4,"Object-related processes","Support species habitat",0,6,1
"4912","degree_up1",4,"Object-related processes","Support water purification",6,31,8
"4913","degree_down1",4,"Object-related processes","Support water purification",26,30,27
"4914","degree_total1",4,"Object-related processes","Support water purification",32,31,28
"4915","degree_up2",4,"Object-related processes","Support water purification",25,92,23
"4916","degree_up3",4,"Object-related processes","Support water purification",7,8,2
"4917","degree_down2",4,"Object-related processes","Support water purification",0,56,1
"4918","degree_down3",4,"Object-related processes","Support water purification",0,23,1
"4919","nodeDegree_up1",4,"Object-related processes","Support water purification",6,31,8
"4920","nodeDegree_down1",4,"Object-related processes","Support water purification",26,30,27
"4921","nodeDegree_total1",4,"Object-related processes","Support water purification",32,31,28
"4922","nodeDegree_up2",4,"Object-related processes","Support water purification",8,30,7
"4923","nodeDegree_up3",4,"Object-related processes","Support water purification",7,8,2
"4924","nodeDegree_up4",4,"Object-related processes","Support water purification",0,4,1
"4925","nodeDegree_down2",4,"Object-related processes","Support water purification",0,54,1
"4926","nodeDegree_down3",4,"Object-related processes","Support water purification",0,20,1
"4927","nodeDegree_down4",4,"Object-related processes","Support water purification",0,6,1
"4928","degree_up1",4,"Object-related processes","Survey buildings",4,33,10
"4929","degree_down1",4,"Object-related processes","Survey buildings",3,53,48
"4930","degree_total1",4,"Object-related processes","Survey buildings",7,56,50
"4931","degree_up2",4,"Object-related processes","Survey buildings",17,100,31
"4932","degree_up3",4,"Object-related processes","Survey buildings",8,7,1
"4933","degree_down2",4,"Object-related processes","Survey buildings",0,56,1
"4934","degree_down3",4,"Object-related processes","Survey buildings",0,23,1
"4935","nodeDegree_up1",4,"Object-related processes","Survey buildings",4,33,10
"4936","nodeDegree_down1",4,"Object-related processes","Survey buildings",3,53,48
"4937","nodeDegree_total1",4,"Object-related processes","Survey buildings",7,56,50
"4938","nodeDegree_up2",4,"Object-related processes","Survey buildings",10,28,5
"4939","nodeDegree_up3",4,"Object-related processes","Survey buildings",8,7,1
"4940","nodeDegree_up4",4,"Object-related processes","Survey buildings",0,4,1
"4941","nodeDegree_down2",4,"Object-related processes","Survey buildings",0,54,1
"4942","nodeDegree_down3",4,"Object-related processes","Survey buildings",0,20,1
"4943","nodeDegree_down4",4,"Object-related processes","Survey buildings",0,6,1
"4944","degree_up1",4,"Object-related processes","Transmit electricity",2,35,12
"4945","degree_down1",4,"Object-related processes","Transmit electricity",1,55,50
"4946","degree_total1",4,"Object-related processes","Transmit electricity",3,60,54
"4947","degree_up2",4,"Object-related processes","Transmit electricity",6,111,42
"4948","degree_up3",4,"Object-related processes","Transmit electricity",5,10,4
"4949","degree_down2",4,"Object-related processes","Transmit electricity",0,56,1
"4950","degree_down3",4,"Object-related processes","Transmit electricity",0,23,1
"4951","nodeDegree_up1",4,"Object-related processes","Transmit electricity",2,35,12
"4952","nodeDegree_down1",4,"Object-related processes","Transmit electricity",1,55,50
"4953","nodeDegree_total1",4,"Object-related processes","Transmit electricity",3,60,54
"4954","nodeDegree_up2",4,"Object-related processes","Transmit electricity",5,33,10
"4955","nodeDegree_up3",4,"Object-related processes","Transmit electricity",5,10,4
"4956","nodeDegree_up4",4,"Object-related processes","Transmit electricity",0,4,1
"4957","nodeDegree_down2",4,"Object-related processes","Transmit electricity",0,54,1
"4958","nodeDegree_down3",4,"Object-related processes","Transmit electricity",0,20,1
"4959","nodeDegree_down4",4,"Object-related processes","Transmit electricity",0,6,1
"4960","degree_up1",4,"Object-related processes","Transmit gas",2,35,12
"4961","degree_down1",4,"Object-related processes","Transmit gas",2,54,49
"4962","degree_total1",4,"Object-related processes","Transmit gas",4,59,53
"4963","degree_up2",4,"Object-related processes","Transmit gas",6,111,42
"4964","degree_up3",4,"Object-related processes","Transmit gas",5,10,4
"4965","degree_down2",4,"Object-related processes","Transmit gas",0,56,1
"4966","degree_down3",4,"Object-related processes","Transmit gas",0,23,1
"4967","nodeDegree_up1",4,"Object-related processes","Transmit gas",2,35,12
"4968","nodeDegree_down1",4,"Object-related processes","Transmit gas",2,54,49
"4969","nodeDegree_total1",4,"Object-related processes","Transmit gas",4,59,53
"4970","nodeDegree_up2",4,"Object-related processes","Transmit gas",5,33,10
"4971","nodeDegree_up3",4,"Object-related processes","Transmit gas",5,10,4
"4972","nodeDegree_up4",4,"Object-related processes","Transmit gas",0,4,1
